0 	 1 
1 	 1 
2 	 1 
3 	 1 
4 	 1 
5 	 1 
6 	 100 
7 	 100 
8 	 -400 
9 	 100 
10 	 100 
11 	 100 
12 	 100 
13 	 -400 
14 	 100 
15 	 100 
16 	 100 
17 	 100 
18 	 -400 
19 	 100 
20 	 100 
21 	 1 
22 	 1 
23 	 100 
24 	 100 
25 	 -400 
26 	 100 
27 	 100 
28 	 100 
29 	 100 
30 	 -400 
31 	 100 
32 	 100 
33 	 100 
34 	 100 
35 	 -400 
36 	 100 
37 	 100 
38 	 1 
39 	 1 
40 	 100 
41 	 100 
42 	 -400 
43 	 100 
44 	 100 
45 	 100 
46 	 100 
47 	 -400 
48 	 100 
49 	 100 
50 	 100 
51 	 100 
52 	 -400 
53 	 100 
54 	 100 
55 	 1 
56 	 1 
57 	 1 
58 	 1 
59 	 1 
60 	 1 
