0 	 857.686848 
1 	 718.291684 
2 	 634.824918 
3 	 577.320281 
4 	 534.653911 
5 	 501.393090 
6 	 474.505375 
7 	 452.165914 
8 	 433.203901 
9 	 416.832224 
10 	 402.499549 
11 	 389.807047 
12 	 378.457935 
13 	 368.226194 
14 	 358.936143 
15 	 350.448854 
16 	 342.652764 
17 	 335.457090 
18 	 328.787069 
19 	 322.580485 
20 	 316.785065 
21 	 311.356518 
22 	 306.257020 
23 	 301.454044 
24 	 296.919437 
25 	 292.628686 
26 	 288.560332 
27 	 284.695494 
28 	 281.017482 
29 	 277.511479 
30 	 274.164277 
31 	 270.964056 
32 	 267.900205 
33 	 264.963164 
34 	 262.144291 
35 	 259.435756 
36 	 256.830441 
37 	 254.321859 
38 	 251.904086 
39 	 249.571696 
40 	 247.319710 
41 	 245.143549 
42 	 243.038994 
43 	 241.002149 
44 	 239.029411 
45 	 237.117441 
46 	 235.263142 
47 	 233.463632 
48 	 231.716231 
49 	 230.018438 
50 	 228.367919 
51 	 226.762493 
52 	 225.200116 
53 	 223.678873 
54 	 222.196970 
55 	 220.752716 
56 	 219.344526 
57 	 217.970904 
58 	 216.630442 
59 	 215.321812 
60 	 214.043759 
61 	 212.795096 
62 	 211.574702 
63 	 210.381515 
64 	 209.214529 
65 	 208.072788 
66 	 206.955387 
67 	 205.861465 
68 	 204.790205 
69 	 203.740828 
70 	 202.712594 
71 	 201.704797 
72 	 200.716766 
73 	 199.747860 
74 	 198.797465 
75 	 197.864999 
76 	 196.949903 
77 	 196.051643 
78 	 195.169709 
79 	 194.303612 
80 	 193.452885 
81 	 192.617080 
82 	 191.795767 
83 	 190.988535 
84 	 190.194987 
85 	 189.414746 
86 	 188.647446 
87 	 187.892738 
88 	 187.150285 
89 	 186.419765 
90 	 185.700865 
91 	 184.993286 
92 	 184.296741 
93 	 183.610951 
94 	 182.935649 
95 	 182.270578 
96 	 181.615487 
97 	 180.970139 
98 	 180.334300 
99 	 179.707749 
100 	 179.090268 
101 	 178.481650 
102 	 177.881693 
103 	 177.290203 
104 	 176.706992 
105 	 176.131877 
106 	 175.564682 
107 	 175.005237 
108 	 174.453376 
109 	 173.908941 
110 	 173.371776 
111 	 172.841730 
112 	 172.318660 
113 	 171.802423 
114 	 171.292883 
115 	 170.789908 
116 	 170.293367 
117 	 169.803138 
118 	 169.319098 
119 	 168.841129 
120 	 168.369117 
121 	 167.902951 
122 	 167.442523 
123 	 166.987727 
124 	 166.538461 
125 	 166.094627 
126 	 165.656127 
127 	 165.222867 
128 	 164.794756 
129 	 164.371704 
130 	 163.953625 
131 	 163.540434 
132 	 163.132049 
133 	 162.728389 
134 	 162.329376 
135 	 161.934934 
136 	 161.544988 
137 	 161.159466 
138 	 160.778297 
139 	 160.401411 
140 	 160.028742 
141 	 159.660224 
142 	 159.295791 
143 	 158.935383 
144 	 158.578936 
145 	 158.226392 
146 	 157.877691 
147 	 157.532777 
148 	 157.191593 
149 	 156.854085 
150 	 156.520200 
151 	 156.189885 
152 	 155.863088 
153 	 155.539761 
154 	 155.219853 
155 	 154.903316 
156 	 154.590105 
157 	 154.280172 
158 	 153.973473 
159 	 153.669964 
160 	 153.369601 
161 	 153.072342 
162 	 152.778146 
163 	 152.486971 
164 	 152.198778 
165 	 151.913528 
166 	 151.631182 
167 	 151.351703 
168 	 151.075053 
169 	 150.801197 
170 	 150.530099 
171 	 150.261725 
172 	 149.996038 
173 	 149.733007 
174 	 149.472599 
175 	 149.214779 
176 	 148.959518 
177 	 148.706783 
178 	 148.456544 
179 	 148.208771 
180 	 147.963434 
181 	 147.720503 
182 	 147.479950 
183 	 147.241747 
184 	 147.005866 
185 	 146.772280 
186 	 146.540962 
187 	 146.311885 
188 	 146.085024 
189 	 145.860353 
190 	 145.637847 
191 	 145.417481 
192 	 145.199231 
193 	 144.983073 
194 	 144.768983 
195 	 144.556939 
196 	 144.346916 
197 	 144.138893 
198 	 143.932848 
199 	 143.728758 
200 	 143.526603 
201 	 143.326360 
202 	 143.128009 
203 	 142.931530 
204 	 142.736902 
205 	 142.544105 
206 	 142.353119 
207 	 142.163925 
208 	 141.976504 
209 	 141.790837 
210 	 141.606905 
211 	 141.424691 
212 	 141.244174 
213 	 141.065339 
214 	 140.888167 
215 	 140.712641 
216 	 140.538744 
217 	 140.366459 
218 	 140.195769 
219 	 140.026657 
220 	 139.859108 
221 	 139.693105 
222 	 139.528632 
223 	 139.365674 
224 	 139.204216 
225 	 139.044242 
226 	 138.885737 
227 	 138.728686 
228 	 138.573075 
229 	 138.418889 
230 	 138.266114 
231 	 138.114735 
232 	 137.964739 
233 	 137.816112 
234 	 137.668841 
235 	 137.522911 
236 	 137.378310 
237 	 137.235024 
238 	 137.093040 
239 	 136.952347 
240 	 136.812930 
241 	 136.674778 
242 	 136.537877 
243 	 136.402217 
244 	 136.267784 
245 	 136.134568 
246 	 136.002555 
247 	 135.871735 
248 	 135.742095 
249 	 135.613625 
250 	 135.486313 
251 	 135.360148 
252 	 135.235119 
253 	 135.111215 
254 	 134.988426 
255 	 134.866740 
256 	 134.746147 
257 	 134.626637 
258 	 134.508200 
259 	 134.390824 
260 	 134.274501 
261 	 134.159220 
262 	 134.044971 
263 	 133.931744 
264 	 133.819531 
265 	 133.708321 
266 	 133.598104 
267 	 133.488873 
268 	 133.380616 
269 	 133.273326 
270 	 133.166993 
271 	 133.061608 
272 	 132.957162 
273 	 132.853647 
274 	 132.751054 
275 	 132.649374 
276 	 132.548598 
277 	 132.448720 
278 	 132.349729 
279 	 132.251618 
280 	 132.154378 
281 	 132.058003 
282 	 131.962483 
283 	 131.867810 
284 	 131.773978 
285 	 131.680978 
286 	 131.588802 
287 	 131.497443 
288 	 131.406894 
289 	 131.317146 
290 	 131.228194 
291 	 131.140028 
292 	 131.052643 
293 	 130.966031 
294 	 130.880184 
295 	 130.795097 
296 	 130.710761 
297 	 130.627171 
298 	 130.544319 
299 	 130.462199 
300 	 130.380804 
301 	 130.300127 
302 	 130.220162 
303 	 130.140902 
304 	 130.062341 
305 	 129.984473 
306 	 129.907292 
307 	 129.830790 
308 	 129.754963 
309 	 129.679803 
310 	 129.605306 
311 	 129.531464 
312 	 129.458272 
313 	 129.385725 
314 	 129.313815 
315 	 129.242539 
316 	 129.171889 
317 	 129.101860 
318 	 129.032447 
319 	 128.963644 
320 	 128.895446 
321 	 128.827847 
322 	 128.760841 
323 	 128.694424 
324 	 128.628591 
325 	 128.563335 
326 	 128.498652 
327 	 128.434537 
328 	 128.370985 
329 	 128.307990 
330 	 128.245547 
331 	 128.183652 
332 	 128.122300 
333 	 128.061486 
334 	 128.001205 
335 	 127.941453 
336 	 127.882224 
337 	 127.823514 
338 	 127.765318 
339 	 127.707632 
340 	 127.650451 
341 	 127.593771 
342 	 127.537588 
343 	 127.481896 
344 	 127.426691 
345 	 127.371970 
346 	 127.317728 
347 	 127.263960 
348 	 127.210663 
349 	 127.157832 
350 	 127.105463 
351 	 127.053552 
352 	 127.002095 
353 	 126.951088 
354 	 126.900527 
355 	 126.850408 
356 	 126.800727 
357 	 126.751480 
358 	 126.702663 
359 	 126.654273 
360 	 126.606306 
361 	 126.558758 
362 	 126.511625 
363 	 126.464904 
364 	 126.418591 
365 	 126.372682 
366 	 126.327174 
367 	 126.282063 
368 	 126.237347 
369 	 126.193020 
370 	 126.149081 
371 	 126.105525 
372 	 126.062349 
373 	 126.019550 
374 	 125.977124 
375 	 125.935069 
376 	 125.893380 
377 	 125.852055 
378 	 125.811090 
379 	 125.770483 
380 	 125.730230 
381 	 125.690328 
382 	 125.650774 
383 	 125.611565 
384 	 125.572697 
385 	 125.534169 
386 	 125.495976 
387 	 125.458116 
388 	 125.420587 
389 	 125.383384 
390 	 125.346505 
391 	 125.309948 
392 	 125.273710 
393 	 125.237787 
394 	 125.202177 
395 	 125.166878 
396 	 125.131886 
397 	 125.097199 
398 	 125.062814 
399 	 125.028728 
400 	 124.994940 
401 	 124.961445 
402 	 124.928243 
